Water Body,Sample Date,Chl_a,DIN,DKN,NH3N,NH4N,NOxN,NO2N,NO3N,PN,PON,TDN,TKN,TN,TON,DON,DIP,DRP,TDP,TIP,TP,TRP,TPP,BOD,COD,O2_Dis,PV,TDS,TS,TSS,FDS,FS,VDS,VS,TRANS,TURB,TEMP,pH
LAGO MJOSA,2009-06-16,0.0008,,,,,0.425,,,,,,,0.503,,,,,,,0.0034,,,,,,,,,,,,,,12.4,,4.8,7.1
LAGO MJOSA,2009-07-01,0.002,,,,,0.339,,,,,,,0.463,,,,,,,0.0022,,,,,,,,,,,,,,8.8,,19.7,7.3
LAGO MJOSA,2009-07-22,0.0021,,,,,0.287,,,,,,,0.407,,,,,,,0.008,,,,,,,,,,,,,,7.3,,15.6,7.2
LAGO MJOSA,2009-08-11,0.0021,,,,,0.294,,,,,,,0.413,,,,,,,0.0092,,,,,,,,,,,,,,8.0,,15.4,7.3
LAGO MJOSA,2009-08-25,0.0026,,,,,0.281,,,,,,,0.424,,,,,,,0.008,,,,,,,,,,,,,,8.3,,15.1,7.2
LAGO MJOSA,2009-09-10,0.0018,,,,,0.318,,,,,,,0.416,,,,,,,0.0057,,,,,,,,,,,,,,7.7,,12.1,7.2
LAGO MJOSA,2009-09-21,0.0021,,,,,0.312,,,,,,,0.452,,,,,,,0.0065,,,,,,,,,,,,,,8.6,,13.0,7.1
LAGO MJOSA,2009-10-05,0.0019,,,,,0.337,,,,,,,0.457,,,,,,,0.0058,,,,,,,,,,,,,,8.2,,10.9,7.2
LAGO MJOSA,2009-10-20,0.0015,,,,,0.435,,,,,,,0.526,,,,,,,0.0052,,,,,,,,,,,,,,10.2,,8.6,7.2
LAGO MJOSA,2010-03-16,,,,,,0.479,,,,,,,0.551,,,,,,,0.0029,,,,,,,,,,,,,,,,0.2,
LAGO MJOSA,2010-05-19,,,,,,0.456,,,,,,,0.571,,,,,,,0.0027,,,,,,,,,,,,,,15.3,,3.9,7.0
LAGO MJOSA,2010-06-09,0.001,,,,,0.42,,,,,,,0.539,,,,,,,0.0043,,,,,,,,,,,,,,9.3,,6.9,7.1
LAGO MJOSA,2010-06-22,0.0039,,,,,0.396,,,,,,,0.532,,,,,,,0.0052,,,,,,,,,,,,,,8.2,,9.3,7.3
LAGO MJOSA,2010-07-14,0.005,,,,,0.384,,,,,,,0.486,,,,,,,0.0042,,,,,,,,,,,,,,8.0,,12.26,7.3
LAGO MJOSA,2010-07-27,0.0026,,,,,0.325,,,,,,,0.485,,,,,,,0.0062,,,,,,,,,,,,,,7.3,,16.3,7.3
LAGO MJOSA,2010-08-10,0.0026,,,,,0.295,,,,,,,0.45,,,,,,,0.0043,,,,,,,,,,,,,,8.0,,14.0,7.3
LAGO MJOSA,2010-08-25,0.0033,,,,,0.301,,,,,,,0.469,,,,,,,0.0045,,,,,,,,,,,,,,7.5,,16.0,7.4
LAGO MJOSA,2010-09-07,0.0042,,,,,0.269,,,,,,,0.423,,,,,,,0.0066,,,,,,,,,,,,,,7.1,,15.1,7.4
LAGO MJOSA,2010-09-21,0.003,,,,,0.323,,,,,,,0.439,,,,,,,0.004,,,,,,,,,,,,,,7.0,,13.5,7.3
LAGO MJOSA,2010-10-01,0.0025,,,,,0.337,,,,,,,0.457,,,,,,,0.0052,,,,,,,,,,,,,,7.5,,11.7,7.1
LAGO MJOSA,2010-10-19,0.0014,,,,,0.39,,,,,,,0.507,,,,,,,0.0038,,,,,,,,,,,,,,9.0,,9.0,7.2
LAGO MJOSA,2011-03-13,,,,,,0.477,,,,,,,0.592,,,,,,,0.0057,,,,,,,,,,,,,,,,0.2,
LAGO MJOSA,2011-05-18,0.0003,,,,,0.46,,,,,,,0.576,,,,,,,0.0033,,,,,,,,,,,,,,12.5,,4.4,7.0
LAGO MJOSA,2011-06-07,0.0022,,,,,0.448,,,,,,,0.585,,,,,,,0.0049,,,,,,,,,,,,,,7.2,,9.8,7.3
LAGO MJOSA,2011-06-23,0.0044,,,,,0.298,,,,,,,0.454,,,,,,,0.011,,,,,,,,,,,,,,4.1,,15.6,7.3
LAGO MJOSA,2011-07-05,0.0027,,,,,0.266,,,,,,,0.456,,,,,,,0.01,,,,,,,,,,,,,,4.3,,15.6,7.4
LAGO MJOSA,2011-07-25,0.0036,,,,,0.297,,,,,,,0.426,,,,,,,0.0064,,,,,,,,,,,,,,5.9,,14.2,7.4
LAGO MJOSA,2011-08-16,0.0032,,,,,0.238,,,,,,,0.401,,,,,,,0.0062,,,,,,,,,,,,,,6.1,,15.6,7.3
LAGO MJOSA,2011-08-30,0.0026,,,,,0.309,,,,,,,0.532,,,,,,,0.007,,,,,,,,,,,,,,6.1,,15.6,7.3
LAGO MJOSA,2011-09-13,0.0014,,,,,0.366,,,,,,,0.476,,,,,,,0.0067,,,,,,,,,,,,,,6.5,,12.8,7.1
LAGO MJOSA,2011-09-29,0.0024,,,,,0.365,,,,,,,0.493,,,,,,,0.0057,,,,,,,,,,,,,,6.6,,12.4,7.4
LAGO MJOSA,2011-10-11,0.0017,,,,,0.362,,,,,,,0.506,,,,,,,0.0046,,,,,,,,,,,,,,,,10.3,7.3
LAGO MJOSA,2011-10-28,0.0017,,,,,0.406,,,,,,,0.508,,,,,,,0.004,,,,,,,,,,,,,,8.1,,8.6,7.5
LAGO MJOSA,2012-03-06,,,,,,,,0.105,,,,,0.558,,,,,,,0.0034,,,,,,,,,,,,,,,,3.8,
LAGO MJOSA,2012-05-23,,,,,,,,0.105,,,,,0.551,,,,,,,0.0035,,,,,,,,,,,,,,14.5,,4.2,
LAGO MJOSA,2012-06-06,,,,,,,,0.102,,,,,0.555,,,,,,,0.0038,,,,,,,,,,,,,,11.7,,6.0,
LAGO MJOSA,2012-06-20,0.0016,,,,,,,0.092,,,,,0.495,,,,,,,0.0053,,,,,,,,,,,,,,8.8,,7.7,
LAGO MJOSA,2012-07-03,0.0015,,,,,,,0.09,,,,,0.547,,,,,,,0.0042,,,,,,,,,,,,,,9.6,,10.5,
LAGO MJOSA,2012-07-27,0.0017,,,,,,,0.067,,,,,0.398,,,,,,,0.0053,,,,,,,,,,,,,,7.9,,4.3,
LAGO MJOSA,2012-08-07,0.0021,,,,,,,0.058,,,,,0.391,,,,,,,0.0064,,,,,,,,,,,,,,8.0,,12.4,
LAGO MJOSA,2012-08-21,0.0029,,,,,,,0.061,,,,,0.456,,,,,,,0.0062,,,,,,,,,,,,,,7.1,,4.7,
LAGO MJOSA,2012-09-04,0.0019,,,,,,,0.069,,,,,0.492,,,,,,,0.0051,,,,,,,,,,,,,,7.8,,8.1,
LAGO MJOSA,2012-09-18,0.0014,,,,,,,0.065,,,,,0.458,,,,,,,0.0046,,,,,,,,,,,,,,8.9,,11.9,
LAGO MJOSA,2012-10-02,0.0021,,,,,,,0.071,,,,,0.415,,,,,,,0.0039,,,,,,,,,,,,,,8.8,,5.6,
LAGO MJOSA,2012-10-16,0.002,,,,,,,0.077,,,,,0.455,,,,,,,0.0048,,,,,,,,,,,,,,9.5,,9.5,
LAGO MJOSA,2013-03-25,,,,,,,,0.118,,,,,0.6,,,,,,,0.0045,,,,,,,,,,,,,,,,0.5,
LAGO MJOSA,2013-05-15,,,,,,,,0.104,,,,,0.495,,,,,,,0.0041,,,,,,,,,,,,,,11.8,,3.96,7.2
LAGO MJOSA,2013-06-05,0.0016,,,,,,,0.1,,,,,0.573,,,,,,,0.0047,,,,,,,,,,,,,,7.4,,7.04,7.2
LAGO MJOSA,2013-06-19,0.0011,,,,,,,0.089,,,,,0.49,,,,,,,0.0087,,,,,,,,,,,,,,5.2,,7.58,7.3
LAGO MJOSA,2013-07-03,0.0015,,,,,,,0.089,,,,,0.484,,,,,,,0.0055,,,,,,,,,,,,,,6.3,,10.18,7.3
LAGO MJOSA,2013-07-15,0.0026,,,,,,,0.083,,,,,0.433,,,,,,,,,,,,,,,,,,,,,5.7,,14.1,7.2
LAGO MJOSA,2013-08-07,0.0029,,,,,,,0.065,,,,,0.461,,,,,,,0.0073,,,,,,,,,,,,,,6.5,,16.46,7.4
LAGO MJOSA,2013-08-21,0.0042,,,,,,,0.058,,,,,0.455,,,,,,,0.0078,,,,,,,,,,,,,,5.6,,16.0,7.4
LAGO MJOSA,2013-09-03,0.0042,,,,,,,0.056,,,,,0.403,,,,,,,0.0065,,,,,,,,,,,,,,6.5,,15.84,7.3
LAGO MJOSA,2013-09-25,0.0042,,,,,,,0.061,,,,,0.398,,,,,,,0.0045,,,,,,,,,,,,,,7.0,,13.9,7.3
LAGO MJOSA,2013-10-09,0.0021,,,,,,,,,,,,0.439,,,,,,,0.0037,,,,,,,,,,,,,,8.9,,11.34,7.2
LAGO MJOSA,2013-10-23,0.0012,,,,,,,0.069,,,,,0.389,,,,,,,0.004,,,,,,,,,,,,,,10.5,,9.68,7.2
LAGO MJOSA,2014-03-18,,,,,,,,0.102,,,,,0.517,,,,,,,0.0038,,,,,,,,,,,,,,,,3.7,
LAGO MJOSA,2014-05-20,0.0017,,,,,,,0.096,,,,,0.569,,,,,,,0.007,,,,,,,,,,,,,,9.7,,8.5,7.2
LAGO MJOSA,2014-06-03,0.0021,,,,,,,0.085,,,,,0.509,,,,,,,0.0043,,,,,,,,,,,,,,5.6,,14.3,7.5
LAGO MJOSA,2014-06-17,0.0012,,,,,,,0.068,,,,,0.424,,,,,,,0.0057,,,,,,,,,,,,,,5.5,,11.9,7.4
LAGO MJOSA,2014-07-01,0.0022,,,,,,,0.068,,,,,0.396,,,,,,,0.0056,,,,,,,,,,,,,,6.8,,12.5,7.4
LAGO MJOSA,2014-07-22,0.0022,,,,,,,0.055,,,,,0.404,,,,,,,0.0053,,,,,,,,,,,,,,7.4,,20.7,7.2
LAGO MJOSA,2014-08-06,0.002,,,,,,,0.045,,,,,0.343,,,,,,,0.0036,,,,,,,,,,,,,,7.2,,19.2,7.2
LAGO MJOSA,2014-08-19,0.0041,,,,,,,0.046,,,,,0.32,,,,,,,0.0046,,,,,,,,,,,,,,7.3,,17.1,7.4
LAGO MJOSA,2014-09-09,0.0034,,,,,,,0.044,,,,,0.282,,,,,,,0.0035,,,,,,,,,,,,,,7.7,,15.9,7.4
LAGO MJOSA,2014-09-23,0.0034,,,,,,,0.045,,,,,0.288,,,,,,,0.0038,,,,,,,,,,,,,,8.2,,14.2,7.3
LAGO MJOSA,2014-10-06,0.0017,,,,,,,0.064,,,,,0.356,,,,,,,0.0036,,,,,,,,,,,,,,10.3,,11.4,7.3
LAGO MJOSA,2014-10-21,0.0012,,,,,,,0.065,,,,,0.383,,,,,,,0.0036,,,,,,,,,,,,,,11.2,,10.1,7.2
LAGO MJOSA,2015-03-18,,,,,,,,0.1,,,,,0.528,,,,,,,0.0039,,,,,,,,,,,,,,13.8,,3.2,
LAGO MJOSA,2015-05-21,,,,,,,,0.104,,,,,0.54,,,,,,,0.0042,,,,,,,,,,,,,,11.2,,4.8,7.3
LAGO MJOSA,2015-06-03,,,,,,,,0.106,,,,,0.531,,,,,,,0.0037,,,,,,,,,,,,,,12.5,,5.4,7.3
LAGO MJOSA,2015-06-15,0.0019,,,,,,,0.107,,,,,0.604,,,,,,,0.0053,,,,,,,,,,,,,,8.0,,10.3,7.5
LAGO MJOSA,2015-07-01,0.0018,,,,,,,0.089,,,,,0.559,,,,,,,0.005,,,,,,,,,,,,,,8.3,,16.3,7.3
LAGO MJOSA,2015-07-15,0.0021,,,,,,,0.079,,,,,0.488,,,,,,,0.0052,,,,,,,,,,,,,,8.3,,16.3,
LAGO MJOSA,2015-08-04,0.0022,,,,,,,0.081,,,,,0.469,,,,,,,0.0066,,,,,,,,,,,,,,8.0,,15.0,7.4
LAGO MJOSA,2015-08-25,0.0035,,,,,,,0.064,,,,,0.418,,,,,,,0.0075,,,,,,,,,,,,,,7.3,,17.5,7.5
LAGO MJOSA,2015-09-08,0.0026,,,,,,,0.075,,,,,0.483,,,,,,,0.0066,,,,,,,,,,,,,,5.7,,13.8,7.3
LAGO MJOSA,2015-09-22,0.0031,,,,,,,0.079,,,,,0.461,,,,,,,0.0061,,,,,,,,,,,,,,6.8,,13.0,7.4
LAGO MJOSA,2015-10-06,0.0023,,,,,,,0.075,,,,,0.471,,,,,,,0.0078,,,,,,,,,,,,,,6.9,,11.6,7.2
LAGO MJOSA,2015-10-30,0.0011,,,,,,,0.084,,,,,0.468,,,,,,,0.0053,,,,,,,,,,,,,,10.0,,9.2,7.1
LAGO MJOSA,2016-04-12,,,,,,,,0.107449384,,,,,0.548,,,,,,,0.0036,,,,,,,,,,,,,,11.0,,4.2,
LAGO MJOSA,2016-05-23,0.00083333,,,,,,,0.1015803,,,,,0.533,,,,,,,0.0042,,,,,,,,,,,,,,12.0,,5.0,7.3
LAGO MJOSA,2016-06-06,0.0014,,,,,,,0.106320714,,,,,0.608,,,,,,,0.0052,,,,,,,,,,,,,,7.7,,8.0,7.3
LAGO MJOSA,2016-06-28,0.00072,,,,,,,0.100903098,,,,,0.584,,,,,,,0.0045,,,,,,,,,,,,,,10.3,,8.6,7.4
LAGO MJOSA,2016-07-19,0.0017,,,,,,,0.074040752,,,,,0.598,,,,,,,0.0057,,,,,,,,,,,,,,7.3,,11.6,7.4
LAGO MJOSA,2016-08-05,0.0018,,,,,,,0.055079096,,,,,0.403,,,,,,,0.0049,,,,,,,,,,,,,,8.1,,18.3,7.3
LAGO MJOSA,2016-08-17,0.0018,,,,,,,0.055530564,,,,,0.501,,,,,,,0.0064,,,,,,,,,,,,,,7.3,,15.5,7.3
LAGO MJOSA,2016-08-30,0.0021,,,,,,,0.064785658,,,,,0.513,,,,,,,0.0046,,,,,,,,,,,,,,8.3,,15.7,7.4
LAGO MJOSA,2016-09-12,0.0019,,,,,,,0.07674956,,,,,0.556,,,,,,,0.0046,,,,,,,,,,,,,,8.2,,14.3,7.3
LAGO MJOSA,2016-09-26,0.0022,,,,,,,0.064785658,,,,,0.408,,,,,,,0.0046,,,,,,,,,,,,,,8.1,,14.2,7.3
LAGO MJOSA,2016-10-12,0.0022,,,,,,,0.08126424,,,,,0.637,,,,,,,0.0054,,,,,,,,,,,,,,9.3,,11.6,7.1
LAGO MJOSA,2016-10-25,0.0021,,,,,,,0.07562089,,,,,0.502,,,,,,,0.005,,,,,,,,,,,,,,9.3,,9.6,7.4
LAGO MJOSA,2017-05-10,0.00031,,,,0.00155298,,,0.3900006318,,,,,0.585,,,,,,0.001,0.002,,,,,12.7,,,,,,,,,,,3.8,7.1
LAGO MJOSA,2017-05-30,0.0013,,,,0.006056622,,,0.400000648,,,,,0.54,,,,,,0.001,0.003,,,,,,,,,,,,,,9.8,,,
LAGO MJOSA,2017-06-13,0.0011,,,,0.002018874,,,0.3600005832,,,,,0.515,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,7.38
LAGO MJOSA,2017-06-29,0.0021,,,,0.009084933,,,0.2600004212,,,,,0.42,,,,,,0.001,0.01,,,,,,,,,,,,,,6.5,,,
LAGO MJOSA,2017-07-11,0.0011,,,,0.016150992,,,0.3100005022,,,,,0.475,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,7.24
LAGO MJOSA,2017-07-26,0.002,,,,0.011103807,,,0.2400003888,,,,,0.395,,,,,,0.001,0.006,,,,,,,,,,,,,,7.8,,,
LAGO MJOSA,2017-08-08,0.0023,,,,0.005047185,,,0.2600004212,,,,,0.39,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,7.32
LAGO MJOSA,2017-08-24,0.0027,,,,0.005047185,,,0.2600004212,,,,,0.4,,,,,,0.001,0.005,,,,,,,,,,,,,,7.8,,,
LAGO MJOSA,2017-09-13,0.0023,,,,0.006056622,,,0.300000486,,,,,0.43,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,7.28
LAGO MJOSA,2017-09-26,0.003,,,,0.002018874,,,0.2900004698,,,,,0.42,,,,,,0.002,0.005,,,,,,,,,,,,,,9.0,,,
LAGO MJOSA,2017-10-10,0.0024,,,,0.002018874,,,0.2800004536,,,,,0.44,,,,,,0.002,0.003,,,,,,,,,,,,,,,,,7.31
LAGO MJOSA,2017-10-26,0.0021,,,,0.004037748,,,0.3100005022,,,,,0.46,,,,,,0.001,0.003,,,,,,,,,,,,,,10.2,,,
LAGO MJOSA,2018-05-07,0.00054,,,,0.002018874,,,0.3900006318,,,,,0.54,,,,,,0.001,0.008,,,,,,,,,,,,,,,,,7.26
LAGO MJOSA,2018-05-22,0.00031,,,,0.016150992,,,0.4100006642,,,,,0.57,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,
LAGO MJOSA,2018-06-06,0.0021,,,,0.013122681,,,0.300000486,,,,,0.41,,,,,,0.001,0.006,,,,,,,,,,,,,,,,,7.31
LAGO MJOSA,2018-06-20,0.0013,,,,0.016150992,,,0.3300005346,,,,,0.64,,,,,,0.001,0.003,,,,,,,,,,,,,,,,,
LAGO MJOSA,2018-07-10,0.0023,,,,0.014132118,,,0.2700004374,,,,,0.38,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,7.31
LAGO MJOSA,2018-07-25,0.0035,,,,0.022207614,,,0.2900004698,,,,,0.41,,,,,,0.001,0.006,,,,,,,,,,,,,,,,,
LAGO MJOSA,2018-08-13,0.0025,,,,0.015141555,,,0.2700004374,,,,,0.39,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,7.42
LAGO MJOSA,2018-08-29,0.004,,,,0.01009437,,,0.250000405,,,,,0.42,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,
LAGO MJOSA,2018-09-11,0.0024,,,,,,,,,,,,0.41,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,7.34
LAGO MJOSA,2018-09-27,0.0033,,,,0.03028311,,,0.3100005022,,,,,0.42,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,
LAGO MJOSA,2018-10-11,0.0019,,,,0.004037748,,,0.3800006156,,,,,0.41,,,,,,0.001,0.003,,,,,,,,,,,,,,,,,7.42
LAGO MJOSA,2018-10-24,0.002,,,,0.025235925,,,0.3400005508,,,,,0.46,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,
LAGO MJOSA,2019-05-07,0.00031,,,,0.002018874,,,0.4200006804,,,,,0.54,,,,,,0.001,0.003,,,,,,,,,,,,,,,,,7.23
LAGO MJOSA,2019-05-24,0.0004,,,,0.005047185,0.48,,,,,,,0.55,,,,,,0.003,0.004,,,,,,,,,,,,,,,,,
LAGO MJOSA,2019-06-03,0.0014,,,,0.002018874,,,0.4400007128,,,,,0.57,,,,,,0.002,0.005,,,,,,,,,,,,,,,,,7.28
LAGO MJOSA,2019-06-17,0.0027,,,,0.004037748,,,0.4200006804,,,,,0.57,,,,,,0.001,0.008,,,,,,,,,,,,,,,,,
LAGO MJOSA,2019-07-09,0.0028,,,,0.029273673,,,0.300000486,,,,,0.46,,,,,,0.002,0.005,,,,,,,,,,,,,,,,,8.34
LAGO MJOSA,2019-07-22,0.0021,,,,0.022207614,,,0.3600005832,,,,,0.48,,,,,,0.002,0.004,,,,,,,,,,,,,,,,,
LAGO MJOSA,2019-08-05,0.0031,,,,0.008075496,,,0.3400005508,,,,,0.45,,,,,,0.002,0.003,,,,,,,,,,,,,,,,,7.34
LAGO MJOSA,2019-08-22,0.0036,,,,0.013122681,,,0.3100005022,,,,,0.42,,,,,,0.002,0.007,,,,,,,,,,,,,,,,,
LAGO MJOSA,2019-09-03,0.0031,,,,0.003028311,,,0.3400005508,,,,,0.45,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,7.22
LAGO MJOSA,2019-09-18,0.0032,,,,0.035330295,,,0.3700005994,,,,,0.52,,,,,,0.003,0.006,,,,,,,,,,,,,,,,,
LAGO MJOSA,2019-09-30,0.0027,,,,0.011103807,,,0.3400005508,,,,,0.44,,,,,,0.002,0.003,,,,,,,,,,,,,,,,,7.27
LAGO MJOSA,2019-10-15,0.0021,,,,0.067632279,,,0.3700005994,,,,,0.54,,,,,,0.007,0.012,,,,,,,,,,,,,,,,,
LAGO MJOSA,2020-05-04,0.00031,,,,0.002018874,,,0.5200008424,,,,,0.55,,,,,,0.003,0.003,,,,,,,,,,,,,,,,,7.23
LAGO MJOSA,2020-05-19,0.00052,,,,0.061575657,,,0.4600007452,,,,,0.54,,,,,,0.004,0.008,,,,,,,,,,,,,,,,,
LAGO MJOSA,2020-06-08,0.00086,,,,0.003028311,,,0.5900009558,,,,,0.61,,,,,,0.002,0.004,,,,,,,,,,,,,,,,,7.2
LAGO MJOSA,2020-06-22,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAGO MJOSA,2020-06-23,0.00097,,,,0.018169866,,,0.3900006318,,,,,0.51,,,,,,0.002,0.004,,,,,,,,,,,,,,,,,
LAGO MJOSA,2020-07-08,0.0029,,,,0.013122681,,,0.200000324,,,,,0.31,,,,,,0.001,0.003,,,,,,,,,0.6,,,,,,,,7.17
LAGO MJOSA,2020-07-20,0.00081,,,,0.01009437,,,0.3200005184,,,,,0.38,,,,,,0.001,0.006,,,,,,,,,0.3,,,,,,,,
LAGO MJOSA,2020-08-04,0.0038,,,,0.027254799,,,0.2400003888,,,,,0.42,,,,,,0.001,0.006,,,,,,,,,,,,,,,,,7.14
LAGO MJOSA,2020-08-15,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,
LAGO MJOSA,2020-08-20,0.0027,,,,0.004037748,,,0.1900003078,,,,,0.33,,,,,,0.001,0.006,,,,,,,,,0.4,,,,,,,,
LAGO MJOSA,2020-09-07,0.0037,,,,0.033311421,,,0.200000324,,,,,0.36,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,7.36
LAGO MJOSA,2020-09-17,0.0053,,,,0.012113244,,,0.250000405,,,,,0.36,,,,,,0.001,0.005,,,,,,,,,,,,,,,,,
LAGO MJOSA,2020-09-28,0.0035,,,,0.011103807,,,0.2900004698,,,,,0.34,,,,,,0.001,0.003,,,,,,,,,,,,,,,,,7.24
LAGO MJOSA,2020-10-13,0.0028,,,,0.012113244,,,0.350000567,,,,,0.44,,,,,,0.001,0.004,,,,,,,,,,,,,,,,,
LAGO MJOSA,2021-05-10,0.00017,,,,0.002018874,,,0.5600009072,,,,,0.6,,,,,,0.002,0.004,,,,,13.6463,,,,,,,,,14.0,,3.53515,6.9737
LAGO MJOSA,2021-05-25,0.00018,,,,0.002018874,,,0.7600012312,,,,,0.59,,,,,,0.002,0.004,,,,,,,,,,,,,,14.5,,,
LAGO MJOSA,2021-06-07,0.0023,,,,0.058547346,,,0.5200008424,,,,,0.63,,,,,,0.001,0.005,,,,,11.91,,,,,,,,,7.5,,16.46367,7.69
LAGO MJOSA,2021-06-21,0.00013,,,,0.017160429,,,0.350000567,,,,,0.51,,,,,,0.001,0.004,,,,,,,,,,,,,,8.0,,,
LAGO MJOSA,2021-07-12,0.0024,,,,0.031292547,,,0.300000486,,,,,0.51,,,,,,0.001,0.008,,,,,10.76,,,,,,,,,9.5,,16.708,7.31
LAGO MJOSA,2021-07-28,0.0043,,,,0.01009437,,,0.2200003564,,,,,0.36,,,,,,0.001,0.005,,,,,,,,,,,,,,6.5,,,
LAGO MJOSA,2021-08-11,0.0028,,,,0.003028311,,,0.1800002916,,,,,0.3,,,,,,0.001,0.005,,,,,10.02944,,,,,,,,,8.2,,18.73756,7.52889
LAGO MJOSA,2021-08-24,0.0029,,,,0.041386917,,,0.2400003888,,,,,0.37,,,,,,0.002,0.005,,,,,,,,,,,,,,8.3,,,
LAGO MJOSA,2021-09-13,0.0031,,,,0.033311421,,,0.250000405,,,,,,,,,,,0.002,0.005,,,,,10.71476,,,,,,,,,8.3,,14.62867,7.47381
LAGO MJOSA,2021-09-28,0.0019,,,,0.011103807,,,0.3600005832,,,,,0.45,,,,,,0.001,0.004,,,,,,,,,,,,,,11.0,,,
LAGO MJOSA,2021-10-01,,,,,0.012113244,,,0.350000567,,,,,0.39,,,,,,0.001,0.003,,,,,,,,,,,,,,,,,7.25
LAGO MJOSA,2021-10-13,0.0015,,,,,,,,,,,,,,,,,,,,,,,,11.37084,,,,,,,,,10.5,,10.69628,7.38389
LAGO MJOSA,2021-10-26,0.0018,,,,0.005047185,,,0.3900006318,,,,,0.47,,,,,,0.001,0.002,,,,,,,,,,,,,,10.5,,,
LAGO MJOSA,1980-05-13,,,,,,,,0.069,,,,,0.51,,,,,,,0.0075,,,,,,10.73,,,,,,,,,,3.6,6.81
LAGO MJOSA,1980-05-27,,,,,,,,0.07,,,,,0.57,,,,,,,0.0095,,,,,,,,,,,,,,,,4.5,6.95
LAGO MJOSA,1980-06-09,,,,,,,,0.072,,,,,0.492,,,,,,,0.0075,,,,,,,,,,,,,,,,8.45,6.94
LAGO MJOSA,1980-06-23,,,,,,,,0.071,,,,,0.57,,,,,,,0.0095,,,,,,,,,,,,,,,,10.45,6.7
LAGO MJOSA,1980-07-07,,,,,,,,0.074,,,,,0.345,,,,,,,0.0065,,,,,,8.1,,,,,,,,,,15.85,7.52
LAGO MJOSA,1980-07-21,,,,,,,,0.066,,,,,0.417,,,,,,,0.009,,,,,,,,,,,,,,,,16.4,6.97
LAGO MJOSA,1980-08-06,,,,,,,,0.06,,,,,0.335,,,,,,,0.011,,,,,,,,,,,,,,,,14.45,6.91
LAGO MJOSA,1980-08-21,,,,,,,,0.049,,,,,0.342,,,,,,,0.01,,,,,,,,,,,,,,,,13.8,7.12
LAGO MJOSA,1980-09-03,,,,,,,,0.061,,,,,0.4,,,,,,,0.01,,,,,,,,,,,,,,,,12.95,7.18
LAGO MJOSA,1980-09-16,,,,,,,,0.047,,,,,0.287,,,,,,,0.009,,,,,,,,,,,,,,,,11.9,7.07
LAGO MJOSA,1980-10-01,,,,,,,,0.053,,,,,0.28,,,,,,,0.0085,,,,,,,,,,,,,,,,11.0,7.25
LAGO MJOSA,1980-10-16,,,,,,,,0.068,,,,,0.355,,,,,,,0.009,,,,,,,,,,,,,,,,,7.2
LAGO MJOSA,1980-11-18,,,,,,,,0.083,,,,,0.45,,,,,,,0.007,,,,,,,,,,,,,,,,,7.16
LAGO MJOSA,1981-03-27,,,,,,,,0.077,,,,,0.457,,,,,,,0.0073,,,,,,10.11,,,,,,,,,,0.15,6.93
LAGO MJOSA,1981-05-14,,,,,,,,0.077,,,,,0.505,,,,,,,0.0068,,,,,,,,,,,,,,,,,6.99
LAGO MJOSA,1981-05-27,,,,,,,,0.089,,,,,0.415,,,,,,,0.0083,,,,,,9.64,,,,,,,,,,3.8,6.87
LAGO MJOSA,1981-06-11,,,,,,,,0.084,,,,,0.431,,,,,,,0.0104,,,,,,,,,,,,,,,,4.7,6.87
LAGO MJOSA,1981-06-22,,,,,,,,0.065,,,,,0.434,,,,,,,0.0108,,,,,,,,,,,,,,,,9.8,6.98
LAGO MJOSA,1981-06-30,,,,,,,,0.067,,,,,0.429,,,,,,,0.0085,,,,,,10.1,,,,,,,,,,3.7,6.77
LAGO MJOSA,1981-07-08,,,,,,,,0.063,,,,,0.456,,,,,,,0.0121,,,,,,,,,,,,,,,,8.9,7.1
LAGO MJOSA,1981-07-17,,,,,,,,0.052,,,,,0.39,,,,,,,0.0144,,,,,,,,,,,,,,,,,6.95
LAGO MJOSA,1981-07-29,,,,,,,,0.059,,,,,0.41,,,,,,,0.01,,,,,,,,,,,,,,,,4.8,
LAGO MJOSA,1981-08-14,,,,,,,,0.042,,,,,0.25,,,,,,,0.0086,,,,,,,,,,,,,,,,17.0,6.82
LAGO MJOSA,1981-09-01,,,,,,,,0.031,,,,,0.293,,,,,,,0.01,,,,,,,,,,,,,,,,21.5,6.68
LAGO MJOSA,1981-09-15,,,,,,,,0.043,,,,,0.291,,,,,,,0.0086,,,,,,,,,,,,,,,,15.2,7.08
